clip_name,frame_number,sample_data_token,scene_token,scene_name,timestamp,time_since_prev_s,original_image_path,experiment_image_path,is_keyframe,anchor_sample,reused_from_assignment,image_sha256
clip_sample_001,11,2bb1f884f4f5424a8c6ae043343fc15c,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151611162404,0.05,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611162404.jpg,results/clips/clip_sample_001/frame_011.jpg,False,sample_001,assignment_03,f72ec7d34c524b471b7dadcfd59d939ca0551b20510a48827c61e90734139c76
clip_sample_001,12,b26f146870734841a368d923565f6690,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151611262404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611262404.jpg,results/clips/clip_sample_001/frame_012.jpg,False,sample_001,assignment_03,7b485a5e9d3b797ca2963bddfd37e13b37455b1d8ecfb5dd0e443d6e166ecee2
clip_sample_001,13,42c18a2c0bdc45208dfeae03f9611567,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151611362404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611362404.jpg,results/clips/clip_sample_001/frame_013.jpg,False,sample_001,assignment_03,4de1a525f7db656c08198e14c01eea6d7f6ec65248ea1127cb12e8269d0eaae9
clip_sample_001,14,46424bca0dce47e4b112431ecf260696,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151611412404,0.05,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611412404.jpg,results/clips/clip_sample_001/frame_014.jpg,True,sample_001,assignment_03,2a41bc321c6dc966f328e2a9d8c625adf7e2e2660f6bac60329c54166000c7e6
clip_sample_001,15,42b36a5eb68f4afcb43c57da0f2a61cb,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151611512404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611512404.jpg,results/clips/clip_sample_001/frame_015.jpg,False,sample_001,assignment_03,1233d77e9f84feb8cf29d9ac649346ad4507ff0c9ce50a4473c87756269179ae
clip_sample_001,16,ff57417933de4bdf9ed38de77ec7cc05,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151611612404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611612404.jpg,results/clips/clip_sample_001/frame_016.jpg,False,sample_001,assignment_03,6e4b621f3b7a128c34f172765e55210dfb03c48a3c4124fff6676866b43dd3eb
clip_sample_001,17,d2604117e62f43cbac65084a00e685f4,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151611662413,0.05,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611662413.jpg,results/clips/clip_sample_001/frame_017.jpg,False,sample_001,assignment_03,326faa8147025557e3dbf9bf61ed39508e1940db3244aaf25d2994194c8ad28c
clip_sample_001,18,291cb0a6230b41bb99cb829261676497,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151611762404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611762404.jpg,results/clips/clip_sample_001/frame_018.jpg,False,sample_001,assignment_03,9552ef2eca38179aaea05d6dc15d1ada0b25feee67b68f65a11032804103012f
clip_sample_001,19,d05e01e43df24e35a7b4f11647e250f6,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151611862404,0.1,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611862404.jpg,results/clips/clip_sample_001/frame_019.jpg,True,sample_001,assignment_03,2c5607f97ed00d0fb33dac42c41c6d04f19490ae71105eb9a448980d5c8591e0
clip_sample_001,20,11b3f3c539174714afa58dd34861d8f9,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151611912404,0.05,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611912404.jpg,results/clips/clip_sample_001/frame_020.jpg,False,sample_001,assignment_03,a054c8a2689f117615bd62b10b8e7f91b6eaf974a0fb07cfb954a1a3274f0974
clip_sample_001,21,df8f6c2fb2274bb281752033840850ab,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151612012404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612012404.jpg,results/clips/clip_sample_001/frame_021.jpg,False,sample_001,assignment_03,ab8030360ea9ff12422fc076729c4036d45dd66f6a01467b8153d57cbaf91d08
clip_sample_001,22,808aa18c782747369532aefcca9c24c9,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151612112404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612112404.jpg,results/clips/clip_sample_001/frame_022.jpg,False,sample_001,assignment_03,31b20a787f5e0410d79bff04dc2badd7e62a9af6350334949d7bb62f9eba8708
clip_sample_001,23,1139d3d03fc343f9a6972147cd567cc3,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151612162404,0.05,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612162404.jpg,results/clips/clip_sample_001/frame_023.jpg,False,sample_001,assignment_03,1c16a51de80cb35dbce1c9aecd67cc49c6e1e190eca944a0fc75512536ab1f24
clip_sample_001,24,80fca4fab1f34b86867e328ceb6e3fce,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151612262404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612262404.jpg,results/clips/clip_sample_001/frame_024.jpg,False,sample_001,assignment_03,4561c7b74753a55da5f0ded65b50bf256a2dcce08e6baa8121af6e747b2c6b28
clip_sample_001,25,c78c89d264e64b1f9f8542e5817fc6f1,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151612362404,0.1,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612362404.jpg,results/clips/clip_sample_001/frame_025.jpg,True,sample_001,assignment_03,c5cdfab356bbce58abe7b71aba9ca03bcca3be94b8009efce419650008260a41
clip_sample_001,26,c10658658d5b421eb879428fac2e1322,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151612412404,0.05,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612412404.jpg,results/clips/clip_sample_001/frame_026.jpg,False,sample_001,assignment_03,277c448d644c2e206c5dca3d311ff27c88e1912a6156ba3f9b832fc125b7b005
clip_sample_001,27,7fffea0ff8a142db96a9a2c785beaa23,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151612512404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612512404.jpg,results/clips/clip_sample_001/frame_027.jpg,False,sample_001,assignment_03,213eba65678324e15b5dfb3719fe77b29e69c57ef9adee1dd8c935de9b56a5a3
clip_sample_001,28,b994fa915ac1453ba894af59152a99d2,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151612612404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612612404.jpg,results/clips/clip_sample_001/frame_028.jpg,False,sample_001,assignment_03,a1045ab9ca2b6998a36c6a6263cca17db62864628a29dff53c3e5bf9a2bc70c3
clip_sample_001,29,a50f390f7f6d492c89126129b1c73771,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151612662404,0.05,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612662404.jpg,results/clips/clip_sample_001/frame_029.jpg,False,sample_001,assignment_03,6421375e3bca35ee2eac5082eb416a7a6e9f7865f7a40beb1be116891429c0ad
clip_sample_001,30,5f3e2a0a7cef4ad38cfc40757d9dffc5,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151612762404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612762404.jpg,results/clips/clip_sample_001/frame_030.jpg,False,sample_001,assignment_03,5aeea705f6976a948fa90dab2a14bc6b110f10e55d6010abfb58f3cd87bba102
clip_sample_001,31,d9a8ad39503a411a8eb7501846d8dfc9,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151612862404,0.1,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612862404.jpg,results/clips/clip_sample_001/frame_031.jpg,True,sample_001,assignment_03,2deba14ca5b5009dee6d1176d73a5f88748b870a7db93e3dbce6cb363ea8035c
clip_sample_001,32,e68472a6a8164e47a3aff65c7ca68bc3,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151612912404,0.05,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612912404.jpg,results/clips/clip_sample_001/frame_032.jpg,False,sample_001,assignment_03,eaf187790e8e80702f36e043af400eac6463d7a4d794771f0c70b2424ccc2e12
clip_sample_001,33,2fa76cb5192e429dbe2ae0c15088bb43,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151613012404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151613012404.jpg,results/clips/clip_sample_001/frame_033.jpg,False,sample_001,assignment_03,554c806c8557afc000bbb9d6f80484a8106e94282db4757e1d1e8e5187ec202d
clip_sample_001,34,2446a7c83c194cf7baaba6464fcbd9ab,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151613112404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151613112404.jpg,results/clips/clip_sample_001/frame_034.jpg,False,sample_001,assignment_03,ea7d1bfef20bc1b80427f1a5d14c6d52479f26141923d2871113b7996dc589a0
clip_sample_001,35,978863302a4f4f37a37e890158c8f5ff,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151613162404,0.05,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151613162404.jpg,results/clips/clip_sample_001/frame_035.jpg,False,sample_001,assignment_03,9bb8ba07405ee2aa935967f513806077de7f5355652547d3dc807145a7f3afe4
clip_sample_001,36,87a8e0a043c24d3588d6a42c2cb1bac0,fcbccedd61424f1b85dcbf8f897f9754,scene-0103,1533151613262404,0.1,sweeps/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151613262404.jpg,results/clips/clip_sample_001/frame_036.jpg,False,sample_001,assignment_03,79b3e694b915eb22b0916463deb3e839603c0d9aa6df723c310af57c6a962d25
clip_sample_003,1,6e76f277e47547bca0e38099ce01da54,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489299012404,0.0,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299012404.jpg,results/clips/clip_sample_003/frame_001.jpg,True,sample_003,assignment_03,d39cca5c2e8ad95b6e9d5c0b762ea28fd9d62a0390da77ca68e4f2f264fa8114
clip_sample_003,2,984175f335134ec9bef9e0f04b484d1e,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489299112404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299112404.jpg,results/clips/clip_sample_003/frame_002.jpg,False,sample_003,assignment_03,a38f13fbf0173bca06ecdf4eb835e3e877819ae977e36d7a7ab62596af8fb23f
clip_sample_003,3,a80f3b798e8844dfaf2ff9b042de354b,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489299162404,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299162404.jpg,results/clips/clip_sample_003/frame_003.jpg,False,sample_003,assignment_03,b327e59b60ccb9909ebd5e3b6dd538636a355876aa58e6020d8d06c6b186064b
clip_sample_003,4,0b081d4be5bf46c7b148b1e6cef9e7de,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489299262404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299262404.jpg,results/clips/clip_sample_003/frame_004.jpg,False,sample_003,assignment_03,2d7f771b10ac7ada88d69676f568f97677c95328db571873b831ed5487230cf7
clip_sample_003,5,913100259ec8428f88ba12c2e1ed3641,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489299362404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299362404.jpg,results/clips/clip_sample_003/frame_005.jpg,False,sample_003,assignment_03,c538ac61d9eba12f594ba1bf109b2365e5ac72222e7e6ce4a2e6f29db10c1b78
clip_sample_003,6,936d9dc3ef60454abfed71b4e65e5ce6,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489299412414,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299412414.jpg,results/clips/clip_sample_003/frame_006.jpg,False,sample_003,assignment_03,064d0de0f3df0eb6694ce41a3590578e5e1dac60e82b235a022cbf321e075f87
clip_sample_003,7,85b9d897bc9d4d7094696a5a356b29f0,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489299512404,0.1,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299512404.jpg,results/clips/clip_sample_003/frame_007.jpg,True,sample_003,assignment_03,5d8503a674f71e58603bb9a6ceca1696c52e6b4cd265924b1cf58614e3fd8444
clip_sample_003,8,d98576ae20404d80b67483194e771f57,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489299612404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299612404.jpg,results/clips/clip_sample_003/frame_008.jpg,False,sample_003,assignment_03,3d373ca03703166c291097b9869435d84450eeb24f468185834cfb86744d637f
clip_sample_003,9,8354d49af74144ca9472df62e2cd0a42,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489299662404,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299662404.jpg,results/clips/clip_sample_003/frame_009.jpg,False,sample_003,assignment_03,b3f465a9084eb2403732fb5ff401eed35c2bea0825dfdf7c85cfa62068e8c468
clip_sample_003,10,4827303cceeb4d40a40bbf0a21f9503b,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489299762404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299762404.jpg,results/clips/clip_sample_003/frame_010.jpg,False,sample_003,assignment_03,a2215ee778faba6764f325b4bc0376170ec6fff3231f2a56d340ad0cca13ebd1
clip_sample_003,11,b4dad2fa7c594ca48183eb636d04a6da,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489299862404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299862404.jpg,results/clips/clip_sample_003/frame_011.jpg,False,sample_003,assignment_03,2a48f55d818c5b4c692cbfbc02bb43e4b2585a39b2cdee2e9d032a58a4417028
clip_sample_003,12,779080bf127842b783675307a24a423e,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489299912404,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299912404.jpg,results/clips/clip_sample_003/frame_012.jpg,False,sample_003,assignment_03,bd53ccceac35e71d5e5edf074d9c5d26ad64ce00eb8c9faac30be84739ca1c09
clip_sample_003,13,435543e1321b411ea5c930633e0883d9,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489300012404,0.1,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300012404.jpg,results/clips/clip_sample_003/frame_013.jpg,True,sample_003,assignment_03,41a532a7e171fca63591115661584e62d3af89e0023a68f528b9d4122d8faa78
clip_sample_003,14,3c1b74d9e045437da2c52ea1955c5cad,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489300112404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300112404.jpg,results/clips/clip_sample_003/frame_014.jpg,False,sample_003,assignment_03,76d061078ce28c439336a656abcc241c02262505ab978b4501f9f9f2650d3fa8
clip_sample_003,15,568cee6bcbe241f0a825449f19d22642,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489300162404,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300162404.jpg,results/clips/clip_sample_003/frame_015.jpg,False,sample_003,assignment_03,4661c9920edd07a0d2e7b73fdeb4623f380cb82df7b542ed50eebaffa20821be
clip_sample_003,16,6bf59d5acc934be5800ea64f3b57dc80,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489300262404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300262404.jpg,results/clips/clip_sample_003/frame_016.jpg,False,sample_003,assignment_03,fdcc8d085fe7c5022008816347b236f1bfd17145f36d03c467b3d854cf0e11b7
clip_sample_003,17,c1886c3b29d44041ad25ff6d57f42a64,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489300362404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300362404.jpg,results/clips/clip_sample_003/frame_017.jpg,False,sample_003,assignment_03,e5c80d70c6259705f78f66407dc69fd3adf0dc9d919ca7726aaddea8db90c811
clip_sample_003,18,fd1e834c1c934e09927fb7507c8732e0,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489300412404,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300412404.jpg,results/clips/clip_sample_003/frame_018.jpg,False,sample_003,assignment_03,9876f39be55ffb0b840647a447c5605e4827ceab46aab2b8a4e05ed8e4ca7763
clip_sample_003,19,cf3f00e98842449696a4cb4edb1e1c5e,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489300512404,0.1,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300512404.jpg,results/clips/clip_sample_003/frame_019.jpg,True,sample_003,assignment_03,3271f0073a09056bee197883c844b7c1db0f9d1b26d0f1847fac7a5affa11a7e
clip_sample_003,20,f13a1dcd3eb1430f9d4299d909145b22,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489300612404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300612404.jpg,results/clips/clip_sample_003/frame_020.jpg,False,sample_003,assignment_03,61a90c386d6effdf5a06d9a8f1f67d094aaeabe8d86980826f1d449873b2f2b0
clip_sample_003,21,7a33903f904840808b277b908774adb1,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489300662404,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300662404.jpg,results/clips/clip_sample_003/frame_021.jpg,False,sample_003,assignment_03,8099e2e5ae6e58998c4423c58af6ef37c34c179ff4ece9bb7da6989d13180c63
clip_sample_003,22,cb60f49f81134883b2a698222147f2a8,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489300762404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300762404.jpg,results/clips/clip_sample_003/frame_022.jpg,False,sample_003,assignment_03,826be042f9bea058377b53d4a991e6e6ab4862fe5e518832f3af968cd89bdf7d
clip_sample_003,23,30cc2dec389641419a4478ca06d0dddc,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489300862404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300862404.jpg,results/clips/clip_sample_003/frame_023.jpg,False,sample_003,assignment_03,d26b96cb14458daad5a53d92c9bc6644ac461b48a19ac571a9a14ee8f4b7b35d
clip_sample_003,24,6cf4b4162e06417dbe88ece719c6b55d,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489300912404,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300912404.jpg,results/clips/clip_sample_003/frame_024.jpg,False,sample_003,assignment_03,58046e97da157ab7a3352dd36565e09ff4484d4b13bc1f45c7bc337423694bf0
clip_sample_003,25,c7f783fe8173446383bfbbb7a783517f,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489301012404,0.1,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301012404.jpg,results/clips/clip_sample_003/frame_025.jpg,True,sample_003,assignment_03,78e052ee0481ff6b1f6ed5ccbf2ae860420ba25d89662dfffed9ffc55dd0a992
clip_sample_003,26,504509c5c7ed41fda8a9580046a9a933,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489301112404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301112404.jpg,results/clips/clip_sample_003/frame_026.jpg,False,sample_003,assignment_03,95b0a1965e8c71976bbf9eb71165a0b61b299bfa4204e6b67d8fc8941fbdeb43
clip_sample_003,27,b4bfaf736bf642dba7e68195ac935c12,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489301162404,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301162404.jpg,results/clips/clip_sample_003/frame_027.jpg,False,sample_003,assignment_03,fe3f17bd67c3f0c2a18b9154f7fbf0b726c3324f85cf3859b53ba414a7ec2673
clip_sample_003,28,3e6471ddeb954549930e9cf36ee6839f,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489301262404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301262404.jpg,results/clips/clip_sample_003/frame_028.jpg,False,sample_003,assignment_03,6b27e3c3b99be0a5850bce739525fc09f8c7994a032d976bf4fa3df2d1c3eb35
clip_sample_003,29,e179fc6a704a4ee3bc8d9e06ace5cdbd,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489301362404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301362404.jpg,results/clips/clip_sample_003/frame_029.jpg,False,sample_003,assignment_03,349cbf4eefe8621668fda4c864f3c177a2e8441d372365c2c6f4edbf932c26cd
clip_sample_003,30,1f81f6e6b86e414c9f0314866757f602,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489301412404,0.05,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301412404.jpg,results/clips/clip_sample_003/frame_030.jpg,False,sample_003,assignment_03,f60b7bb3677cac13965aee01d32caed3dd25b83e2672cda3ef939a24c1c1d1fe
clip_sample_003,31,a409449573af464c9cd6775837c45967,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489301512404,0.1,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301512404.jpg,results/clips/clip_sample_003/frame_031.jpg,True,sample_003,assignment_03,d927e640d866f211185bff3530d85810648cb104ed67d7b1bd4174158d48e20e
clip_sample_003,32,7e2ad70e2886443fb710a9d8daf226e7,6f83169d067343658251f72e1dd17dbc,scene-0553,1535489301612404,0.1,sweeps/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301612404.jpg,results/clips/clip_sample_003/frame_032.jpg,False,sample_003,assignment_03,042293c442dbee09552cb5e4dcaa15f6410d904c3403cc8d5337a5cac50634fe
